"STATUS","START_DATE","START_HOUR","TRANSCRITO","COMPANY_NAME","partido1_apoyo","partido2_apoyo","interaction_user","partido1_apoyo_real","partido2_apoyo_real","partido1_preferencia","partido2_preferencia","gobierno_calificacion"
"failed","2025-04-23T00:00:00.000Z","21:45:45","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:47:06","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","20:50:54","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:13:07","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:39:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","22:22:55","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:43:44","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:47:03","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:15:41","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:55:13","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","21:21:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:11:06","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","18:42:08","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:37:00","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:52:09","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","22:54:13","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:10:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:14:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""0 6 8 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:39:41","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:43:03","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","22:22:16","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:45:50","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:36:00","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:15:43","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""9 7 gracias por mensaje."",""role"":""user""},{""content"":""Entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","20:52:32","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:35:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","20:48:37","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:49:11","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:40:13","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:37:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:45:16","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:18:27","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:35:36","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:54:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:50:10","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:45:19","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:43:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","22:21:37","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","23:15:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:41:35","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:43:26","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""7."",""role"":""user""},{""content"":""Entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-22T00:00:00.000Z","19:45:31","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:53:11","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","18:41:36","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:14:56","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:37:42","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""7 8 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:00:38","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:10:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","20:48:13","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:18:24","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","22:21:35","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:20:32","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","19:46:50","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:11:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:57:14","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","22:21:27","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""deja tu mensaje después del tono. si necesitas volver a grabar, marca el ritmo de número y espera instrucciones."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:23:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:41:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","20:53:00","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:59:33","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:42:03","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:38:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:51:13","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","21:44:35","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:43:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:47:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","20:52:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:41:47","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","22:54:55","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:57:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","22:53:54","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:49:23","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:38:33","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""3 6 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:12:41","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:45:11","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""8 3 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:19:37","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","21:43:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","21:44:18","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:51:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:48:53","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:56:31","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""después del tono. si necesitas volver a grabar, marca el signo de número y espera instrucciones."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","22:21:34","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:46:21","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:43:19","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:16:16","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:16:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:18:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:53:33","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""0 2 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:49:46","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:40:40","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:53:10","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:54:08","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","23:35:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","21:45:03","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:12:00","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""3 5 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","22:21:23","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","21:42:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:15:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","20:49:45","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
